date,open,high,low,close,volume,Name
2014-06-12,74.3967,74.6019,73.7579,74.0796,2559953,UNH
2014-06-13,73.9864,74.0144,73.2963,73.8372,2265154,UNH
2014-06-16,73.8372,73.8652,72.5596,72.7368,4547770,UNH
2014-06-17,72.6436,72.9699,72.2985,72.8953,3430890,UNH
2014-06-18,72.8953,74.0144,72.5317,73.8652,4823037,UNH
2014-06-19,73.9957,75.3386,73.9118,75.0774,4544281,UNH
2014-06-20,75.3759,75.9867,75.0308,75.9167,7366539,UNH
2014-06-23,75.8981,76.1405,75.5157,75.9913,3066875,UNH
2014-06-24,75.9354,76.8259,75.926,76.2245,4685483,UNH
2014-06-25,75.8608,76.8213,75.3572,76.784,3634609,UNH
2014-06-26,76.9145,76.9145,76.1499,76.7373,2916113,UNH
2014-06-27,76.1778,76.5695,75.8235,76.4669,4755622,UNH
2014-06-30,76.728,76.9705,76.0892,76.2338,3916130,UNH
2014-07-01,76.2245,76.7933,76.1405,76.3643,5482404,UNH
2014-07-02,76.2804,76.9518,75.5997,76.9238,3693498,UNH
2014-07-03,77.0171,77.8097,76.7653,77.7258,2183356,UNH
2014-07-07,77.3901,77.4927,76.2711,76.6721,2558521,UNH
2014-07-08,76.4856,76.5322,75.8887,76.4016,2972233,UNH
2014-07-09,76.4483,77.1663,76.3643,77.157,3079544,UNH
2014-07-10,75.7955,76.9425,75.581,76.5415,3829357,UNH
2014-07-11,76.3923,77.5207,76.2114,77.2782,2758370,UNH
2014-07-14,77.7072,78.9754,77.5953,78.5837,3800692,UNH
2014-07-15,78.3693,79.022,78.0823,78.2387,4375967,UNH
2014-07-16,78.3972,78.4532,77.5999,78.1081,3955246,UNH
2014-07-17,78.5651,81.3533,77.8004,79.3671,7118352,UNH
2014-07-18,79.7028,79.9918,78.7329,79.7494,3892050,UNH
2014-07-21,79.4696,79.5349,78.3599,79.3204,4025054,UNH
2014-07-22,79.7494,80.9057,79.7028,80.2436,4366881,UNH
2014-07-23,80.4861,80.7052,79.9825,80.1411,2596329,UNH
2014-07-24,79.6841,80.5047,79.5349,79.8986,4022427,UNH
2014-07-25,78.4439,79.2738,78.332,78.9661,3362632,UNH
2014-07-28,79.2925,80.1037,78.8915,79.9639,2206871,UNH
2014-07-29,79.2272,79.7867,78.3226,78.5837,4897834,UNH
2014-07-30,79.0407,79.1432,76.2058,77.3528,7171944,UNH
2014-07-31,76.2524,76.6348,75.1101,75.581,5345605,UNH
2014-08-01,76.0846,76.9611,75.6789,76.7187,3197713,UNH
2014-08-04,76.0846,76.9611,75.6789,76.7187,3197713,UNH
2014-08-05,76.3084,76.9611,75.1334,75.5251,4599538,UNH
2014-08-06,75.4878,76.5787,75.2919,76.0006,3311312,UNH
2014-08-07,75.5344,75.6183,73.8185,73.9118,5471126,UNH
2014-08-08,74.0517,74.779,73.4269,74.7138,3713398,UNH
2014-08-11,74.9655,75.208,74.3781,74.4806,3460399,UNH
2014-08-12,74.2382,74.9655,74.1636,74.807,3206150,UNH
2014-08-13,75.18,76.1592,74.9609,76.01,3049868,UNH
2014-08-14,76.1965,76.5322,74.751,76.2991,2241095,UNH
2014-08-15,76.6627,76.728,75.3572,75.9727,2442721,UNH
2014-08-18,76.2524,76.9145,75.8608,76.784,2795757,UNH
2014-08-19,76.9238,78.1081,76.5135,77.8377,3549430,UNH
2014-08-20,77.3435,78.0988,76.8026,77.8004,2579624,UNH
2014-08-21,77.9683,78.4252,77.9496,78.1175,2648527,UNH
2014-08-22,77.9589,78.332,77.8284,78.1268,2089466,UNH
2014-08-25,78.6956,79.0313,78.2853,78.5558,1988101,UNH
2014-08-26,78.7516,79.5815,78.4718,79.3764,2269197,UNH
2014-08-27,79.4323,81.1016,79.2272,80.5514,5804220,UNH
2014-08-28,80.197,81.1295,79.7494,80.5141,2753827,UNH
2014-08-29,80.8964,81.344,80.5234,80.8311,3297485,UNH
2014-09-02,81.2414,81.3347,79.9732,80.5607,3726067,UNH
2014-09-03,80.9244,81.4559,80.5887,80.9337,2824458,UNH
2014-09-04,80.9057,82.4817,80.8591,81.1855,3650146,UNH
2014-09-05,81.0829,81.8755,80.8871,81.8289,3873450,UNH
2014-09-08,81.7823,82.062,81.5212,81.9781,2298199,UNH
2014-09-09,82.062,82.8547,81.5865,82.5843,4413984,UNH
2014-09-10,82.823,82.8792,81.1842,81.7086,3355823,UNH
2014-09-11,81.2497,81.5869,80.7253,81.5494,3035393,UNH
2014-09-12,81.6992,81.6992,80.4069,80.7066,2582410,UNH
2014-09-15,80.8189,81.3059,80.3788,80.5661,2441860,UNH
2014-09-16,80.538,81.821,80.3975,81.6243,2973828,UNH
2014-09-17,81.4277,81.9986,80.9819,81.4651,3302717,UNH
2014-09-18,81.8678,82.3829,81.6524,82.0645,2583988,UNH
2014-09-19,82.8886,83.0852,82.0739,82.2237,6486285,UNH
2014-09-22,82.2237,82.823,81.924,82.1956,2335394,UNH
2014-09-23,81.7742,82.1207,80.8939,81.0905,2640243,UNH
2014-09-24,81.1186,82.8418,81.0999,82.6076,2661475,UNH
2014-09-25,82.2143,82.411,80.5661,80.7066,3657085,UNH
2014-09-26,80.7721,81.4464,80.4537,81.0999,2260493,UNH
2014-09-29,80.1447,81.4277,80.1447,81.0156,3114772,UNH
2014-09-30,81.1748,81.5494,80.6457,80.7721,2843214,UNH
2014-10-01,80.538,80.7815,79.2363,79.4891,4140232,UNH
2014-10-02,79.461,79.8544,78.4122,79.5079,3046995,UNH
2014-10-03,79.948,80.8002,79.6671,80.5567,3108080,UNH
2014-10-06,81.1467,81.423,79.5547,79.6858,2596071,UNH
2014-10-07,79.5079,79.7233,78.5995,78.843,3416980,UNH
2014-10-08,78.9366,81.3247,78.6557,81.1186,4791144,UNH
2014-10-09,80.8658,81.0531,79.255,79.5453,4432816,UNH
2014-10-10,79.6858,81.3059,79.6483,79.9667,4036846,UNH
2014-10-13,79.8075,80.4912,78.4403,78.6182,3677943,UNH
2014-10-14,78.9834,79.1988,77.3071,77.56,5929537,UNH
2014-10-15,76.9512,77.7098,75.5933,76.9419,8308870,UNH
2014-10-16,79.3768,81.1935,78.7549,79.9667,10233059,UNH
2014-10-17,81.334,83.1695,81.2404,82.5795,8532850,UNH
2014-10-20,82.6357,83.1976,82.411,82.9167,4895885,UNH
2014-10-21,83.4973,85.2954,83.207,85.1736,5882176,UNH
2014-10-22,85.6325,85.6325,84.0124,84.0686,4290410,UNH
2014-10-23,85.1643,85.4827,84.6773,84.902,3159178,UNH
2014-10-24,84.902,85.876,84.8365,85.8198,2977336,UNH
2014-10-27,85.6231,86.4191,85.5716,86.2787,3948931,UNH
2014-10-28,85.2673,86.8874,84.6211,86.7563,4751011,UNH
2014-10-29,89.5002,89.9122,88.9851,89.7156,3454715,UNH
2014-10-30,86.6814,88.1704,86.6252,87.9175,2836374,UNH
2014-10-31,88.9664,89.5938,88.3202,88.9758,5031542,UNH
2014-11-03,89.3878,89.5892,88.4982,88.8353,4004311,UNH
2014-11-04,88.957,89.5283,88.2547,88.9477,4437644,UNH
2014-11-05,89.5002,89.9122,88.9851,89.7156,3454715,UNH
2014-11-06,89.9403,90.5022,89.8092,90.0995,3743249,UNH
2014-11-07,89.4346,89.6407,87.1028,87.6647,6155418,UNH
2014-11-10,87.7302,88.9664,87.5617,88.7323,4087673,UNH
2014-11-11,89.0132,89.6688,88.7042,89.6126,2291363,UNH
2014-11-12,89.1818,89.8748,88.5169,89.6032,2897661,UNH
2014-11-13,89.5657,90.5959,89.341,89.8092,2767673,UNH
2014-11-14,89.9216,90.0153,88.8447,89.0694,2709574,UNH
2014-11-17,89.1537,90.5491,88.8166,90.343,3297638,UNH
2014-11-18,90.83,92.3471,90.6989,91.9538,4320839,UNH
2014-11-19,91.523,92.1598,90.6427,90.7083,3433847,UNH
2014-11-20,90.3337,90.6989,90.0621,90.6989,3316654,UNH
2014-11-21,91.214,91.8133,90.4554,90.5678,4408560,UNH
2014-11-24,91.0922,91.111,90.3805,90.7457,3998787,UNH
2014-11-25,90.8394,91.907,90.7551,91.6822,4066251,UNH
2014-11-26,91.7665,92.4689,91.6073,91.8789,2765874,UNH
2014-11-28,92.4314,93.1057,92.1786,92.3658,2177486,UNH
2014-12-01,92.4782,93.4887,91.7852,92.7685,4892834,UNH
2014-12-02,92.7124,93.6488,91.9632,93.4896,5297240,UNH
2014-12-03,93.8891,95.2521,93.7199,94.7539,6689029,UNH
2014-12-04,94.7915,94.8761,93.4567,93.6917,4089785,UNH
2014-12-05,93.8233,94.6693,93.7011,94.3121,3104852,UNH
2014-12-08,94.3027,94.8479,93.6588,93.9267,3085821,UNH
2014-12-09,93.0995,95.0265,92.8269,94.9607,3792238,UNH
2014-12-10,94.7257,94.9607,93.0686,93.1465,3908657,UNH
2014-12-11,93.4285,94.6317,93.2875,93.7481,2940571,UNH
2014-12-12,93.6071,94.3873,92.7705,92.8363,3086461,UNH
2014-12-15,92.8739,93.7669,91.5673,92.3757,3649272,UNH
2014-12-16,91.7929,92.8551,90.0068,90.1008,4843791,UNH
2014-12-17,90.7588,93.7669,90.4016,93.1935,6235009,UNH
2014-12-18,94.2651,96.1264,93.9173,96.1076,4681027,UNH
2014-12-19,95.8819,97.762,95.8819,96.3426,7986510,UNH
2014-12-22,96.4272,97.0476,96.3238,96.8596,2398129,UNH
2014-12-23,97.4988,97.6962,96.2956,96.681,3036241,UNH
2014-12-24,96.822,97.1228,96.3896,96.5212,951739,UNH
2014-12-26,96.4366,96.822,96.0323,96.399,2019916,UNH
2014-12-29,96.2392,96.8314,95.7221,96.1922,1708084,UNH
2014-12-30,96.117,96.8784,96.117,96.681,1767578,UNH
2014-12-31,96.9348,97.4612,94.9701,95.0265,2313864,UNH
2015-01-02,95.4119,96.4648,94.0103,94.7351,3070081,UNH
2015-01-05,94.2839,94.4249,92.8222,93.1747,4684055,UNH
2015-01-06,93.8421,94.1335,92.5543,92.9867,3468294,UNH
2015-01-07,93.0243,94.2839,92.9867,93.9361,3225790,UNH
2015-01-08,95.4777,98.6856,94.6787,98.42,5346136,UNH
2015-01-09,98.1568,98.3542,96.728,97.4988,3397568,UNH
2015-01-12,97.6022,97.762,95.7973,96.399,3051543,UNH
2015-01-13,97.7056,99.266,95.7315,96.8878,3856451,UNH
2015-01-14,95.5153,97.2732,95.1111,97.1322,4725606,UNH
2015-01-15,97.3484,98.3166,96.9442,98.1944,5888889,UNH
2015-01-16,98.232,99.642,97.433,99.4258,6045454,UNH
2015-01-20,99.83,99.9992,98.2273,99.2848,6526776,UNH
2015-01-21,100.1308,102.8851,99.2848,102.7629,8293677,UNH
2015-01-22,103.1671,107.275,102.7723,107.0212,8055198,UNH
2015-01-23,106.8238,107.463,105.2821,105.2821,5255967,UNH
2015-01-26,105.2821,105.2821,104.1165,104.9155,4203420,UNH
2015-01-27,104.2951,104.5771,103.3269,103.4115,4718269,UNH
2015-01-28,103.9379,104.2293,101.9451,101.9545,6633549,UNH
2015-01-29,101.6631,103.0073,100.3376,102.8287,4912269,UNH
2015-01-30,102.1049,102.8287,99.7736,99.877,5397460,UNH
2015-02-02,100.3282,100.9016,98.7678,100.8546,4657062,UNH
2015-02-03,100.911,101.5221,100.1308,101.3435,4192622,UNH
2015-02-04,100.4222,102.2177,100.347,101.4469,4768858,UNH
2015-02-05,101.8229,103.2235,101.8229,102.2929,3297724,UNH
2015-02-06,102.0767,102.8381,100.7606,101.1461,3661416,UNH
2015-02-09,100.5162,100.8076,99.9052,100.1026,3909714,UNH
2015-02-10,100.8264,102.8945,100.7042,102.4339,5437375,UNH
2015-02-11,102.2083,103.4585,101.8793,103.2611,3798477,UNH
2015-02-12,104.0601,104.1353,102.3023,103.2517,3378023,UNH
2015-02-13,103.1107,103.2516,102.1613,102.8757,3727640,UNH
2015-02-17,102.7817,103.1765,102.0109,103.1765,3430589,UNH
2015-02-18,102.4621,103.6089,102.4151,103.1859,2958730,UNH
2015-02-19,102.9697,103.7405,102.8757,103.4303,2674820,UNH
2015-02-20,103.3645,106.053,102.8757,105.8649,4647067,UNH
2015-02-23,106.2128,109.5028,106.0812,109.4182,7059978,UNH
2015-02-24,109.2866,109.5874,108.403,108.5064,3582753,UNH
2015-02-25,108.873,108.873,106.899,107.2092,3845920,UNH
2015-02-26,107.5476,107.745,106.57,106.8426,3126809,UNH
2015-02-27,106.946,107.3972,106.6076,106.8144,4016356,UNH
2015-03-02,106.946,107.9612,106.9272,107.5382,2952183,UNH
2015-03-03,107.1152,107.6228,105.6205,106.0906,3163749,UNH
2015-03-04,105.5171,107.1293,104.9531,106.993,3180942,UNH
2015-03-05,107.228,108.779,107.228,107.9048,2941428,UNH
2015-03-06,108.2526,108.2526,105.8546,106.1094,3196855,UNH
2015-03-09,106.194,108.0646,106.1,108.0082,3942031,UNH
2015-03-10,107.4066,107.5476,105.7145,105.7145,3957926,UNH
2015-03-11,106.4833,107.1341,106.2381,106.3135,2593672,UNH
2015-03-12,106.8794,108.5111,106.7191,108.3507,3258580,UNH
2015-03-13,107.9357,108.8318,107.0775,108.6997,3066826,UNH
2015-03-16,109.4071,111.9442,109.2373,111.7839,4692162,UNH
2015-03-17,111.3689,111.416,110.2714,110.9162,3303518,UNH
2015-03-18,110.7558,113.6702,110.0956,113.142,5533519,UNH
2015-03-19,113.1797,114.2172,113.01,113.8966,4032485,UNH
2015-03-20,114.453,114.6228,112.2366,112.3686,7195722,UNH
2015-03-23,112.6893,113.6325,111.8499,112.2743,4576531,UNH
2015-03-24,112.1423,112.8402,111.3689,111.4066,3054689,UNH
2015-03-25,112.0951,112.944,109.8881,109.9164,3385513,UNH
2015-03-26,109.4731,110.5483,108.0867,109.6429,2856404,UNH
2015-03-27,109.4637,111.5009,109.426,111.3028,2608526,UNH
2015-03-30,115.3679,116.726,113.6797,114.1229,5178532,UNH
2015-03-31,113.9343,114.0569,111.5009,111.5669,4573089,UNH
2015-04-01,112.727,112.727,109.9164,110.7747,4826179,UNH
2015-04-02,110.9162,111.6518,110.2276,110.6898,2497135,UNH
2015-04-06,109.426,111.7839,109.3599,111.0105,2544720,UNH
2015-04-07,112.661,113.0185,110.6049,110.6804,2528472,UNH
2015-04-08,111.0859,112.0791,110.7935,111.4726,2626960,UNH
2015-04-09,111.1331,112.0102,110.9162,111.8122,2247228,UNH
2015-04-10,111.8122,112.329,111.2651,112.2366,2232569,UNH
2015-04-13,114.1229,114.4153,112.3592,112.5855,3961024,UNH
2015-04-14,112.5573,113.3495,111.7839,113.1043,3208819,UNH
2015-04-15,113.5381,113.8777,109.9258,110.6521,7343997,UNH
2015-04-16,115.0001,115.3679,113.6702,114.6888,7068037,UNH
2015-04-17,114.1229,114.1701,111.0483,111.9631,4389960,UNH
2015-04-20,113.0383,113.491,111.3594,111.8405,4651035,UNH
2015-04-21,112.2366,112.8308,112.0102,112.5007,3379795,UNH
2015-04-22,112.7459,113.1232,110.5106,111.1142,3846694,UNH
2015-04-23,110.803,111.8405,110.3125,111.5386,3244285,UNH
2015-04-24,111.5575,112.3215,111.3123,111.9442,3139223,UNH
2015-04-27,112.4063,112.6233,109.4731,109.6334,5174300,UNH
2015-04-28,110.2465,111.0482,107.7848,110.9067,4144846,UNH
2015-04-29,109.6146,110.6521,105.6722,107.1529,7122620,UNH
2015-04-30,107.0775,107.832,104.8044,105.0685,6705565,UNH
2015-05-01,105.9079,107.2001,105.3892,106.7662,5805060,UNH
2015-05-04,107.2378,108.3932,107.002,108.0489,3531451,UNH
2015-05-05,107.4642,107.7848,106.587,106.9266,3960443,UNH
2015-05-06,107.5208,107.9828,106.2569,107.0397,3369777,UNH
2015-05-07,106.7191,108.596,106.6813,108.2376,3300160,UNH
2015-05-08,109.3363,109.9636,108.5111,109.1053,3065991,UNH
2015-05-11,109.0393,109.209,108.1998,108.247,3376389,UNH
2015-05-12,107.7377,108.5394,107.3604,108.1244,3844554,UNH
2015-05-13,108.1055,109.69,108.1055,109.275,3667715,UNH
2015-05-14,110.52,111.8782,109.6052,111.7933,4771391,UNH
2015-05-15,112.0291,112.5667,111.5858,112.5478,3083804,UNH
2015-05-18,112.4441,113.1609,112.0891,112.9911,2824661,UNH
2015-05-19,113.01,114.2455,112.8874,113.6985,3554852,UNH
2015-05-20,113.8683,114.9246,113.208,114.3493,3379166,UNH
2015-05-21,113.8966,113.972,113.2269,113.6136,2983475,UNH
2015-05-22,113.4627,113.9154,112.3686,112.793,2945924,UNH
2015-05-26,112.4441,112.793,111.0105,111.5198,3014507,UNH
2015-05-27,112.1234,113.0383,111.5434,112.661,2887650,UNH
2015-05-28,112.529,113.0053,111.5669,112.8213,2873631,UNH
2015-05-29,113.2363,114.7077,111.0482,113.3778,6019926,UNH
2015-06-01,113.6891,113.7079,112.0008,113.0477,3876398,UNH
2015-06-02,112.6987,112.8779,110.7369,111.0576,4219463,UNH
2015-06-03,111.2934,112.2271,110.7747,111.6235,3438063,UNH
2015-06-04,111.218,111.2651,109.4354,110.0201,3300333,UNH
2015-06-05,109.7183,110.1136,108.8035,109.907,2724464,UNH
2015-06-08,109.7655,110.9822,109.7089,110.2654,3271253,UNH
2015-06-09,110.2842,110.7087,109.209,110.3408,3047335,UNH
2015-06-10,110.3785,112.1234,110.0956,111.8122,4006416,UNH
2015-06-11,112.1532,113.6023,111.9732,113.0151,3815604,UNH
2015-06-12,112.5605,112.712,111.2913,111.4333,3076621,UNH
2015-06-15,110.6567,114.4927,109.8705,112.6931,6809507,UNH
2015-06-16,112.8446,115.724,112.712,115.1273,7229358,UNH
2015-06-17,115.4588,115.7429,112.8683,113.4129,4805900,UNH
2015-06-18,114.0286,114.9662,113.5834,114.5021,3478319,UNH
2015-06-19,114.2748,114.4927,113.5644,113.9717,4178666,UNH
2015-06-22,115.203,115.7713,113.6023,113.8959,4435575,UNH
2015-06-23,114.9568,116.2828,114.6158,116.2544,4991031,UNH
2015-06-24,116.3112,116.5006,112.802,112.873,4650530,UNH
2015-06-25,113.2519,116.889,113.1856,115.866,6149545,UNH
2015-06-26,117.2489,117.552,116.2449,116.7374,16358215,UNH
2015-06-29,115.5914,116.5291,114.7105,114.7863,3603962,UNH
2015-06-30,115.9513,116.4438,114.6063,115.5535,4982584,UNH
2015-07-01,116.4533,117.1163,115.7619,116.8606,3269320,UNH
2015-07-02,117.2773,117.3341,114.6253,115.3735,3682344,UNH
2015-07-06,113.2803,116.5954,112.9583,115.705,6522842,UNH
2015-07-07,115.8945,116.3112,111.5849,114.3222,6476201,UNH
2015-07-08,112.7594,113.6497,112.139,112.5036,4009815,UNH
2015-07-09,113.697,114.1896,113.0056,113.034,3315646,UNH
2015-07-10,114.5968,116.2662,114.3222,115.6956,4033477,UNH
2015-07-13,116.5954,117.211,115.3735,115.9797,3766898,UNH
2015-07-14,115.724,118.5844,115.5535,118.395,4192391,UNH
2015-07-15,118.3476,119.3895,117.2678,119.2095,5067255,UNH
2015-07-16,118.7928,118.8684,115.6482,118.3287,7216574,UNH
2015-07-17,118.1108,118.376,117.1636,117.3057,3702747,UNH
2015-07-20,117.4952,117.6609,115.866,116.1691,3199739,UNH
2015-07-21,116.0934,116.2354,113.9812,114.4737,4239093,UNH
2015-07-22,114.5779,114.8336,113.735,114.2369,3385846,UNH
2015-07-23,115.203,115.2504,112.4847,113.0246,4896078,UNH
2015-07-24,112.8257,113.394,111.367,111.708,3840567,UNH
2015-07-27,111.6512,111.8501,110.4956,111.6512,3752304,UNH
2015-07-28,112.4657,115.1462,112.2384,115.0988,5216853,UNH
2015-07-29,115.383,115.6577,114.2464,115.0988,3924387,UNH
2015-07-30,114.7389,115.4777,113.2329,114.1896,3732435,UNH
2015-07-31,114.1043,116.2354,114.1043,114.9852,3592980,UNH
2015-08-03,115.1841,115.7145,113.7918,114.5021,2541250,UNH
2015-08-04,115.1557,115.2021,113.877,114.4548,2058219,UNH
2015-08-05,115.3262,117.6751,115.3262,117.372,3831948,UNH
2015-08-06,117.7982,118.054,115.364,115.5914,3014880,UNH
2015-08-07,115.2788,115.4209,113.9054,115.383,2276284,UNH
2015-08-10,116.0271,116.8227,115.4966,116.0081,2479950,UNH
2015-08-11,114.8621,116.5196,114.8621,115.7997,2755968,UNH
2015-08-12,114.8526,115.3451,112.7595,114.7958,3050323,UNH
2015-08-13,114.9189,115.544,113.9338,114.1517,3253372,UNH
2015-08-14,114.199,114.7768,113.9054,114.6253,2040515,UNH
2015-08-17,114.038,117.3995,113.9433,117.2773,2951800,UNH
2015-08-18,117.3341,119.541,117.2773,118.8685,4140190,UNH
2015-08-19,118.1203,118.3855,116.3586,116.709,3411490,UNH
2015-08-20,115.7808,115.9513,113.4603,113.4603,3201606,UNH
2015-08-21,112.0016,112.5226,109.8801,110.1357,5627848,UNH
2015-08-24,105.0021,108.9138,89.9802,104.5948,8824915,UNH
2015-08-25,107.029,108.535,103.9981,104.1686,8109928,UNH
2015-08-26,106.6123,107.8152,104.4528,107.4647,7503231,UNH
2015-08-27,109.1602,111.6038,108.889,111.547,5783660,UNH
2015-08-28,111.1871,111.6133,109.8713,111.0829,3333129,UNH
2015-08-31,111.0166,112.5036,109.0749,109.5864,4087000,UNH
