date,open,high,low,close,volume,Name
2014-03-11,29.5354,29.747,29.2814,29.4169,4485649,IVZ
2014-03-12,29.3746,30.1195,29.3576,30.1195,6280946,IVZ
2014-03-13,30.1449,30.3989,29.3915,29.4677,3919780,IVZ
2014-03-14,29.3661,29.5354,29.1206,29.2306,3095775,IVZ
2014-03-17,29.4253,29.7555,29.2687,29.5439,2275900,IVZ
2014-03-18,29.6708,29.9079,29.4677,29.7047,2438286,IVZ
2014-03-19,29.7809,29.7894,29.2179,29.5608,3723686,IVZ
2014-03-20,29.3576,30.7036,29.3407,30.6867,4597659,IVZ
2014-03-21,31.0253,31.1624,30.5004,30.602,7200229,IVZ
2014-03-24,30.6951,30.8137,30.475,30.6359,3556269,IVZ
2014-03-25,30.8221,30.9576,30.475,30.6782,3572984,IVZ
2014-03-26,30.8898,31.1692,30.7121,30.7121,3815368,IVZ
2014-03-27,30.7036,30.8898,30.4581,30.5851,3477202,IVZ
2014-03-28,30.7544,31.093,30.6528,30.8475,1997168,IVZ
2014-03-31,31.1607,31.4739,31.0507,31.3216,3110946,IVZ
2014-04-01,31.0761,31.711,31.0338,31.711,3120172,IVZ
2014-04-02,31.7279,32.0581,31.5671,31.8972,3032557,IVZ
2014-04-03,30.8983,31.2708,30.7417,31.0253,8470799,IVZ
2014-04-04,31.3554,31.3978,29.9756,30.1788,5912613,IVZ
2014-04-07,30.0856,30.0856,29.2391,29.3153,5864529,IVZ
2014-04-08,29.4507,29.8232,29.1121,29.7386,4032394,IVZ
2014-04-09,29.8401,30.1364,29.7089,30.0941,3680406,IVZ
2014-04-10,29.6285,30.2634,29.3873,29.3915,4723121,IVZ
2014-04-11,29.2306,29.4592,28.7905,28.8582,3948223,IVZ
2014-04-14,29.1968,29.3746,28.8158,29.1291,2705340,IVZ
2014-04-15,29.2391,29.5862,28.782,29.3153,3181513,IVZ
2014-04-16,29.5693,29.7809,29.3407,29.7809,2086919,IVZ
2014-04-17,29.8401,29.9756,29.6624,29.8148,2150759,IVZ
2014-04-21,29.8486,30.0611,29.6708,29.9163,1573788,IVZ
2014-04-22,29.8994,30.3904,29.7894,30.2295,1958415,IVZ
2014-04-23,30.2295,30.3989,30.1618,30.2803,1316646,IVZ
2014-04-24,30.4243,30.4411,29.8994,29.9502,2622972,IVZ
2014-04-25,29.8909,29.9756,29.383,29.5269,2040909,IVZ
2014-04-28,29.7301,29.764,28.9936,29.4507,2613264,IVZ
2014-04-29,29.7301,29.9163,29.6031,29.8148,1720965,IVZ
2014-04-30,29.8063,29.9163,29.4084,29.8063,2799831,IVZ
2014-05-01,30.2634,30.8644,30.0179,30.492,5342723,IVZ
2014-05-02,31.2031,31.2369,30.4073,30.4412,3691477,IVZ
2014-05-05,30.1449,30.492,30.0095,30.2888,1647413,IVZ
2014-05-06,30.2042,30.2042,29.8232,29.8486,2786715,IVZ
2014-05-07,29.9841,30.2634,29.6285,30.238,2240515,IVZ
2014-05-08,30.2042,30.6697,29.9333,30.0687,2210701,IVZ
2014-05-09,30.1534,30.492,30.0518,30.3481,2876383,IVZ
2014-05-12,30.4412,30.7713,30.4412,30.619,2311992,IVZ
2014-05-13,30.729,30.9491,30.4158,30.5089,2221857,IVZ
2014-05-14,30.5089,30.5771,30.2617,30.3299,2014611,IVZ
2014-05-15,30.1338,30.185,29.2899,29.5116,2885743,IVZ
2014-05-16,29.5201,29.6224,29.2473,29.5712,2442749,IVZ
2014-05-19,29.4007,30.006,29.3752,29.9378,1767762,IVZ
2014-05-20,30.2361,30.4663,29.5883,29.7843,2304999,IVZ
2014-05-21,29.9974,30.2106,29.8952,30.0912,2854377,IVZ
2014-05-22,30.0656,30.3299,30.0529,30.1935,3565706,IVZ
2014-05-23,30.2702,30.4748,30.2191,30.4066,1885254,IVZ
2014-05-27,30.5771,30.7476,30.5345,30.7305,3239812,IVZ
2014-05-28,30.7646,31.0033,30.6112,30.6368,4289912,IVZ
2014-05-29,30.6879,31.2633,30.6112,31.225,3628739,IVZ
2014-05-30,31.08,31.3187,31.046,31.2846,2568707,IVZ
2014-06-02,31.3955,31.4977,31.063,31.3784,1974746,IVZ
2014-06-03,31.242,31.6171,31.1909,31.6086,2154840,IVZ
2014-06-04,31.4551,31.7961,31.3528,31.7705,2925831,IVZ
2014-06-05,31.8387,32.1967,31.6597,32.103,1819117,IVZ
2014-06-06,32.2905,32.6912,32.2394,32.5462,2603398,IVZ
2014-06-09,32.4525,32.7423,32.3672,32.5633,2479264,IVZ
2014-06-10,32.4525,32.4951,32.1456,32.3672,1907793,IVZ
2014-06-11,32.2479,32.3587,32.0433,32.282,2358866,IVZ
2014-06-12,32.2905,32.444,32.039,32.12,1556389,IVZ
2014-06-13,32.1797,32.2479,31.6384,31.745,3052218,IVZ
2014-06-16,31.6512,31.7279,31.3443,31.6,2337260,IVZ
2014-06-17,31.5915,31.9581,31.3443,31.8387,2524482,IVZ
2014-06-18,31.8984,31.9751,31.4125,31.8046,6458093,IVZ
2014-06-19,31.8813,31.9666,31.5915,31.7109,2300288,IVZ
2014-06-20,31.8046,31.8984,31.6597,31.745,2339004,IVZ
2014-06-23,31.8046,32.1371,31.5659,32.0092,2839713,IVZ
2014-06-24,31.8217,32.0575,31.5745,31.6086,1588904,IVZ
2014-06-25,31.4977,31.9751,31.4125,31.9581,1978171,IVZ
2014-06-26,31.8984,31.8984,31.5745,31.8132,1872387,IVZ
2014-06-27,31.6512,32.2053,31.6512,32.1712,3489748,IVZ
2014-06-30,31.9666,32.3331,31.9069,32.1797,2261716,IVZ
2014-07-01,32.3843,32.8744,32.3161,32.6912,2136660,IVZ
2014-07-02,32.6059,32.6826,32.4013,32.5718,1653256,IVZ
2014-07-03,32.6059,33.0151,32.6059,32.9554,911569,IVZ
2014-07-07,32.8617,33.1089,32.6084,32.9895,2049129,IVZ
2014-07-08,32.8702,32.9384,32.3417,32.4695,2314546,IVZ
2014-07-09,32.6315,32.9725,32.5633,32.6997,2669212,IVZ
2014-07-10,32.1882,32.282,31.8472,32.1712,2557170,IVZ
2014-07-11,32.2308,32.444,32.0774,32.3587,1359355,IVZ
2014-07-14,32.6826,32.8105,32.4226,32.4781,1613777,IVZ
2014-07-15,32.5207,32.7849,32.3076,32.461,2191942,IVZ
2014-07-16,32.6826,32.7849,32.4013,32.5889,1551173,IVZ
2014-07-17,32.3928,32.7253,32.0518,32.0774,1278352,IVZ
2014-07-18,32.1541,32.4781,32.1456,32.4354,1428294,IVZ
2014-07-21,32.3928,32.5207,32.1669,32.4695,1244129,IVZ
2014-07-22,32.4013,33.0577,32.3928,33.0151,2755301,IVZ
2014-07-23,33.0236,33.0338,32.704,32.9128,1583219,IVZ
2014-07-24,32.819,33.0492,32.7508,32.8617,1605963,IVZ
2014-07-25,32.6912,32.9128,32.5207,32.7423,1204823,IVZ
2014-07-28,32.6656,32.8531,32.4695,32.7594,1377270,IVZ
2014-07-29,32.819,33.0321,32.5292,32.5548,1613458,IVZ
2014-07-30,32.6826,32.9639,32.3843,32.7167,2923734,IVZ
2014-07-31,32.4525,33.1259,32.0092,32.0774,3442708,IVZ
2014-08-01,32.3246,32.6826,32.2223,32.623,2359928,IVZ
2014-08-04,32.3246,32.6826,32.2223,32.623,2359928,IVZ
2014-08-05,32.3843,32.5462,31.924,32.0007,2579094,IVZ
2014-08-06,31.8558,32.7167,31.8472,32.444,2694333,IVZ
2014-08-07,32.6656,32.7849,32.0774,32.2308,2289612,IVZ
2014-08-08,32.282,32.3672,31.941,32.2649,5055852,IVZ
2014-08-11,32.444,32.8531,32.3118,32.7082,2297152,IVZ
2014-08-12,32.6997,33.0407,32.6315,33.0066,2452245,IVZ
2014-08-13,33.1259,33.2112,32.9639,33.0918,1569894,IVZ
2014-08-14,33.1003,33.4925,33.0662,33.4669,2451828,IVZ
2014-08-15,33.501,33.6459,32.8446,33.1771,2402187,IVZ
2014-08-18,33.5436,33.8249,33.4243,33.663,2503551,IVZ
2014-08-19,33.7144,33.9975,33.663,33.9375,1841151,IVZ
2014-08-20,33.9117,34.5637,33.8088,34.3922,3632961,IVZ
2014-08-21,34.5294,34.6838,34.3922,34.6409,2228846,IVZ
2014-08-22,34.6066,34.7096,34.1562,34.3149,3054569,IVZ
2014-08-25,34.598,34.9455,34.4865,34.8382,2134374,IVZ
2014-08-26,34.864,35.2929,34.8382,35.2329,2349867,IVZ
2014-08-27,35.25,35.2672,34.7953,34.9841,2060529,IVZ
2014-08-28,34.761,34.9069,34.598,34.8125,2168562,IVZ
2014-08-29,34.9755,35.1642,34.8726,35.0356,1678007,IVZ
2014-09-02,35.0012,35.3444,34.864,35.1385,2627271,IVZ
2014-09-03,35.3787,35.413,34.8811,34.9326,2715516,IVZ
2014-09-04,35.0784,35.2929,34.761,34.8726,3111267,IVZ
2014-09-05,34.8211,35.2157,34.7181,35.1471,3298951,IVZ
2014-09-08,35.0699,35.2577,34.9927,35.1385,1716125,IVZ
2014-09-09,35.0441,35.1298,34.5037,34.598,2626620,IVZ
2014-09-10,34.701,34.8554,34.5037,34.7181,2079774,IVZ
2014-09-11,34.6238,34.9755,34.5551,34.9412,2336029,IVZ
2014-09-12,34.924,35.087,34.8125,35.0012,2961162,IVZ
2014-09-15,34.924,35.0355,34.6409,34.6667,2263624,IVZ
2014-09-16,34.4865,34.9155,34.2892,34.8382,2182007,IVZ
2014-09-17,34.8726,35.2329,34.7439,35.0441,2479952,IVZ
2014-09-18,35.2329,35.5503,35.1642,35.3873,2210923,IVZ
2014-09-19,35.4473,35.5245,35.1042,35.1642,2885499,IVZ
2014-09-22,34.9669,35.0699,34.6409,34.8554,2600029,IVZ
2014-09-23,34.761,35.0098,34.4865,34.5466,2363378,IVZ
2014-09-24,34.538,34.8039,34.4007,34.7696,2926167,IVZ
2014-09-25,34.7181,34.7181,33.9289,34.0147,2811948,IVZ
2014-09-26,34.2206,34.5723,34.1091,34.4865,3036487,IVZ
2014-09-29,34.0233,34.2026,33.8688,33.9718,2714538,IVZ
2014-09-30,33.9289,34.1605,33.7659,33.8688,2701906,IVZ
2014-10-01,33.8431,33.8431,33.1997,33.3112,3708559,IVZ
2014-10-02,33.2083,33.5514,32.8608,33.4571,3560329,IVZ
2014-10-03,33.7573,34.212,33.5943,33.9975,3265001,IVZ
2014-10-06,34.1948,34.212,33.723,33.9461,2428458,IVZ
2014-10-07,33.7573,33.7573,33.0539,33.0796,2302296,IVZ
2014-10-08,33.0367,33.4056,32.6507,33.3713,5471036,IVZ
2014-10-09,33.2169,33.3284,32.2303,32.2303,3407456,IVZ
2014-10-10,32.2132,32.419,31.7327,31.7413,3677874,IVZ
2014-10-13,31.7499,31.8271,30.892,30.9349,3795038,IVZ
2014-10-14,31.055,31.158,30.4288,30.6518,5035539,IVZ
2014-10-15,30.1543,30.669,29.5109,30.506,5274608,IVZ
2014-10-16,29.8368,31.0207,29.8111,30.7548,3913022,IVZ
2014-10-17,31.1837,31.5697,31.0808,31.4754,3446426,IVZ
2014-10-20,31.3124,31.5269,31.1708,31.484,2664747,IVZ
2014-10-21,31.7756,32.4105,31.6813,32.4105,2915796,IVZ
2014-10-22,32.3933,32.3933,31.81,31.8443,2013123,IVZ
2014-10-23,32.1874,32.655,32.1359,32.4276,2627185,IVZ
2014-10-24,32.4105,32.6764,32.3161,32.6507,2354132,IVZ
2014-10-27,32.4362,32.6249,32.2646,32.5477,2187550,IVZ
2014-10-28,32.7622,33.5429,32.685,33.5429,2911065,IVZ
2014-10-29,33.663,33.7916,33.0024,33.3198,3450541,IVZ
2014-10-30,35.0956,35.2071,34.8983,35.0527,2403985,IVZ
2014-10-31,34.5637,34.8039,34.4265,34.7181,3986067,IVZ
2014-11-03,34.6752,34.8468,34.3149,34.4608,2138724,IVZ
2014-11-04,34.2635,34.6066,34.0061,34.4436,1896584,IVZ
2014-11-05,34.6324,34.7096,34.4179,34.6838,1765950,IVZ
2014-11-06,34.6238,35.1986,34.6238,35.1299,2068439,IVZ
2014-11-07,35.1728,35.5846,34.9412,35.413,2335190,IVZ
2014-11-10,35.4044,35.4817,35.1814,35.3187,2278977,IVZ
2014-11-11,35.3101,35.3787,35.1642,35.2157,1528007,IVZ
2014-11-12,35.0956,35.2071,34.8983,35.0527,2403985,IVZ
2014-11-13,35.087,35.2672,34.5551,34.9069,3142864,IVZ
2014-11-14,34.9155,35.0363,34.5789,34.6566,2032424,IVZ
2014-11-17,34.6048,34.622,34.2724,34.3631,2284874,IVZ
2014-11-18,34.3631,34.5443,34.225,34.3544,3669288,IVZ
2014-11-19,34.2509,34.3458,33.8452,34.061,3544332,IVZ
2014-11-20,33.8538,34.4408,33.8193,34.4408,1687764,IVZ
2014-11-21,34.881,35.0968,34.717,34.7515,2038687,IVZ
2014-11-24,34.9241,35.217,34.8206,34.9328,2387881,IVZ
2014-11-25,35.0536,35.0795,34.8119,34.8982,2010908,IVZ
2014-11-26,34.9241,35.0191,34.7429,34.9241,1314298,IVZ
2014-11-28,35.0622,35.0622,34.7688,34.8378,858253,IVZ
2014-12-01,34.7429,34.95,34.3285,34.7774,2419080,IVZ
2014-12-02,34.9241,35.1572,34.8119,34.9587,1792097,IVZ
2014-12-03,34.9414,35.1054,34.8551,34.9069,1736732,IVZ
2014-12-04,34.881,35.0105,34.5357,34.9241,2640165,IVZ
2014-12-05,35.0709,35.5629,35.0709,35.5197,1984028,IVZ
2014-12-08,35.4334,35.8305,35.278,35.442,2103465,IVZ
2014-12-09,35.2953,35.4852,34.8723,35.4679,1699396,IVZ
2014-12-10,35.4679,35.7355,34.6911,34.7515,2749875,IVZ
2014-12-11,34.9069,35.2953,34.458,34.5443,2698271,IVZ
2014-12-12,34.0351,34.1818,33.2755,33.2841,2148064,IVZ
2014-12-15,33.4567,33.569,32.9734,33.3014,4028696,IVZ
2014-12-16,33.051,33.9142,32.8439,32.9475,2884574,IVZ
2014-12-17,33.1892,33.897,33.0467,33.8711,3565467,IVZ
2014-12-18,34.4062,34.9414,34.1128,34.9241,4791188,IVZ
2014-12-19,34.9328,35.1227,34.553,34.6738,4922736,IVZ
2014-12-22,34.061,34.8206,34.0523,34.7429,2535004,IVZ
2014-12-23,34.9673,35.3039,34.9328,34.9846,2329693,IVZ
2014-12-24,35.045,35.0881,34.8465,34.8465,878556,IVZ
2014-12-26,35.0795,35.1831,34.7688,34.8033,1549954,IVZ
2014-12-29,34.7342,35.1313,34.6566,34.8292,2062916,IVZ
2014-12-30,34.786,34.786,34.4839,34.4926,1899887,IVZ
2014-12-31,34.622,34.6393,34.0739,34.1128,1752381,IVZ
2015-01-02,34.2854,34.3674,33.5474,33.7847,2899023,IVZ
2015-01-05,33.4654,33.569,32.7489,32.8007,4067588,IVZ
2015-01-06,32.4555,32.7921,31.8512,32.1188,5081128,IVZ
2015-01-07,32.5072,32.7662,32.2915,32.5418,2547614,IVZ
2015-01-08,32.9388,33.4136,32.818,33.1115,2892108,IVZ
2015-01-09,33.1287,33.1891,32.4857,32.4986,2609958,IVZ
2015-01-12,32.49,32.49,31.8944,32.3087,2286496,IVZ
2015-01-13,32.6195,33.0252,31.9591,32.2224,4254959,IVZ
2015-01-14,31.7218,31.834,31.2643,31.5491,4716632,IVZ
2015-01-15,31.5923,31.7649,30.9967,31.0139,4341148,IVZ
2015-01-16,30.7809,31.3765,30.5996,31.3678,3427837,IVZ
2015-01-20,31.4801,31.5319,30.9708,31.0571,3097408,IVZ
2015-01-21,30.9967,31.4541,30.5737,31.342,4313837,IVZ
2015-01-22,31.575,32.3605,31.1003,32.2138,5032909,IVZ
2015-01-23,32.1706,32.2224,31.903,31.9634,4714498,IVZ
2015-01-26,32.1533,32.3451,31.7908,32.2828,2895112,IVZ
2015-01-27,31.8253,32.2828,31.7131,32.0498,3463269,IVZ
2015-01-28,32.3087,32.3087,31.3592,31.3678,4190477,IVZ
2015-01-29,32.1792,32.6799,31.6182,32.6022,6845390,IVZ
2015-01-30,32.0843,32.4296,31.4455,31.7045,5168426,IVZ
2015-02-02,31.7908,32.3173,31.4973,32.3001,3529549,IVZ
2015-02-03,32.6022,33.4049,32.5072,33.3791,4752557,IVZ
2015-02-04,33.2496,33.5258,33.1201,33.1978,2869468,IVZ
2015-02-05,33.3532,33.802,33.3014,33.6035,2835631,IVZ
2015-02-06,33.9056,34.1645,33.4395,33.5344,3501761,IVZ
2015-02-09,33.3014,33.6035,33.1978,33.4481,1885957,IVZ
2015-02-10,33.802,34.0221,33.4067,33.9833,2182405,IVZ
2015-02-11,33.9919,34.1257,33.7071,33.9833,1827408,IVZ
2015-02-12,34.3372,34.3458,34.0177,34.1645,2405480,IVZ
2015-02-13,34.1818,34.3458,34.0351,34.1128,1956101,IVZ
2015-02-17,34.2604,34.5123,34.1215,34.3212,1925280,IVZ
2015-02-18,34.3125,34.3994,33.9347,34.0346,2029764,IVZ
2015-02-19,33.9303,34.1736,33.8087,34.0346,2904632,IVZ
2015-02-20,33.8435,34.8685,33.8435,34.7729,4124516,IVZ
2015-02-23,34.7208,34.7556,34.382,34.521,2056921,IVZ
2015-02-24,34.4429,35.0066,34.4429,34.9206,2787279,IVZ
2015-02-25,34.8338,34.9901,34.7208,34.9119,1996629,IVZ
2015-02-26,34.8511,35.381,34.7903,35.0335,3675103,IVZ
2015-02-27,35.0509,35.0944,34.8164,34.9814,3683783,IVZ
2015-03-02,34.6861,35.2073,34.6166,35.1465,3099793,IVZ
2015-03-03,35.0509,35.3723,34.7643,34.9814,2032303,IVZ
2015-03-04,34.8598,35.0596,34.5818,35.0422,2115870,IVZ
2015-03-05,35.0857,35.3723,34.9554,35.2768,2321172,IVZ
2015-03-06,35.2855,35.7806,34.799,34.8685,3396717,IVZ
2015-03-09,34.9206,35.2594,34.8511,35.0944,2458720,IVZ
2015-03-10,34.6861,34.7295,34.2604,34.2691,2932430,IVZ
2015-03-11,34.4081,34.7295,34.4081,34.5645,2191622,IVZ
2015-03-12,34.7816,35.2768,34.6948,35.2594,2250349,IVZ
2015-03-13,35.1986,35.2507,34.5905,35.0683,3280734,IVZ
2015-03-16,35.3376,36.0673,35.3376,35.937,3636116,IVZ
2015-03-17,35.6677,35.8023,35.4766,35.6416,2335163,IVZ
2015-03-18,35.6069,36.4234,35.4766,36.2931,3174475,IVZ
2015-03-19,36.1281,36.2671,35.5721,35.6937,3500697,IVZ
2015-03-20,35.4939,36.4669,35.4939,36.3539,5563546,IVZ
2015-03-23,36.3539,36.456,35.9457,35.9457,2328108,IVZ
2015-03-24,35.8501,35.9804,35.5461,35.5548,2612419,IVZ
2015-03-25,35.5895,35.659,34.8164,34.8164,2655005,IVZ
2015-03-26,34.6079,34.9727,34.4776,34.6687,2470757,IVZ
2015-03-27,34.5992,34.7729,34.4342,34.4689,2299974,IVZ
2015-03-30,34.6166,34.9032,34.6166,34.7469,3865118,IVZ
2015-03-31,34.5645,34.7556,34.4298,34.4776,2324609,IVZ
2015-04-01,34.4689,34.6774,34.1823,34.5558,3003445,IVZ
2015-04-02,34.4863,34.6774,34.3299,34.634,2332281,IVZ
2015-04-06,34.2691,34.9901,34.1736,34.8685,2430882,IVZ
2015-04-07,34.9119,35.0422,34.5297,34.5384,3084340,IVZ
2015-04-08,34.5905,34.8772,34.5123,34.7816,2107229,IVZ
2015-04-09,34.6861,35.0075,34.5037,34.9206,2605030,IVZ
2015-04-10,34.9641,34.9641,34.5558,34.7469,2776002,IVZ
2015-04-13,34.7382,35.1552,34.6774,34.9814,2480361,IVZ
2015-04-14,34.9727,35.242,34.7816,35.0075,2587883,IVZ
2015-04-15,35.1986,35.3376,35.0075,35.242,1979714,IVZ
2015-04-16,35.1465,35.3463,34.8902,35.1812,2038802,IVZ
2015-04-17,34.8338,34.938,34.4342,34.6426,1913428,IVZ
2015-04-20,34.8685,35.1204,34.8164,35.0162,1485772,IVZ
2015-04-21,35.0596,35.242,34.7208,34.799,1465375,IVZ
2015-04-22,34.9119,35.216,34.5558,35.0857,1778868,IVZ
2015-04-23,35.077,35.5895,34.8859,35.4505,1729933,IVZ
2015-04-24,35.3984,35.4853,35.2073,35.4592,1476207,IVZ
2015-04-27,35.52,35.6069,35.1552,35.1986,1717711,IVZ
2015-04-28,35.1291,35.7111,35.0596,35.7111,2527726,IVZ
2015-04-29,35.3897,35.8154,35.2855,35.3897,2586559,IVZ
2015-04-30,35.7459,36.4842,35.5548,35.9804,4592982,IVZ
2015-05-01,36.2671,36.5277,35.9543,36.1454,2937187,IVZ
2015-05-04,36.3279,36.4234,36.1281,36.2497,2569238,IVZ
2015-05-05,36.0325,36.1951,35.6069,35.7111,2680293,IVZ
2015-05-06,35.7545,35.8414,35.077,35.3723,2131095,IVZ
2015-05-07,35.4158,35.6286,35.2247,35.6242,2265430,IVZ
2015-05-08,35.9978,36.1281,35.8414,35.9891,2495957,IVZ
2015-05-11,35.8848,36.2063,35.798,35.8588,2360714,IVZ
2015-05-12,35.6156,35.831,35.1812,35.4592,1987540,IVZ
2015-05-13,35.5029,35.6078,35.1007,35.2406,2876012,IVZ
2015-05-14,35.398,35.8658,35.3105,35.8439,1977556,IVZ
2015-05-15,35.8265,35.8964,35.328,35.4504,2175492,IVZ
2015-05-18,35.4504,35.6253,35.398,35.5729,1881285,IVZ
2015-05-19,35.6516,35.6691,34.9433,35.3018,5306044,IVZ
2015-05-20,35.4417,35.8964,35.1531,35.774,2341090,IVZ
2015-05-21,35.704,35.7652,35.4338,35.5204,1720387,IVZ
2015-05-22,35.4854,35.6094,35.3805,35.4329,1049491,IVZ
2015-05-26,35.3455,35.4329,34.8471,34.9695,2104608,IVZ
2015-05-27,35.1531,35.4155,34.9695,35.3193,1435383,IVZ
2015-05-28,35.2406,35.3717,34.9695,35.2755,2136423,IVZ
2015-05-29,35.2493,35.3717,34.764,34.8296,2934432,IVZ
2015-06-01,34.9782,35.1007,34.6197,34.8646,2670345,IVZ
2015-06-02,34.8033,34.8995,34.506,34.8558,2581938,IVZ
2015-06-03,35.0832,35.1968,34.541,34.8296,3318598,IVZ
2015-06-04,34.5935,34.7421,34.2148,34.2612,3016059,IVZ
2015-06-05,34.5935,34.5935,34.1038,34.2787,2302082,IVZ
2015-06-08,34.5323,34.882,34.3526,34.3923,2783914,IVZ
2015-06-09,34.3661,34.4448,34.0688,34.1038,2645853,IVZ
2015-06-10,34.3136,34.6372,34.1519,34.2087,3827798,IVZ
2015-06-11,34.3136,34.4361,33.9551,34.4186,4958105,IVZ
2015-06-12,34.2874,34.611,33.9376,34.5148,4685238,IVZ
2015-06-15,34.1825,34.4885,34.0163,34.471,2683122,IVZ
2015-06-16,34.3836,34.611,34.2087,34.576,3092068,IVZ
2015-06-17,34.7684,34.8121,34.2175,34.3049,3575048,IVZ
2015-06-18,34.4361,34.7771,34.3399,34.541,2529449,IVZ
2015-06-19,34.3923,34.4186,33.9988,34.0163,3971605,IVZ
2015-06-22,34.3486,34.4536,34.0032,34.0426,4362627,IVZ
2015-06-23,34.13,34.3574,34.0863,34.2349,3310185,IVZ
2015-06-24,34.1562,34.2262,33.9201,33.9726,2947403,IVZ
2015-06-25,33.8152,34.0163,33.6665,33.7015,2753477,IVZ
2015-06-26,33.8327,33.9376,33.5616,33.719,2586735,IVZ
2015-06-29,33.2643,33.4479,32.6609,32.7046,3035061,IVZ
2015-06-30,33.0544,33.2556,32.6085,32.7833,3142210,IVZ
2015-07-01,33.2031,33.343,32.8621,33.0632,2576177,IVZ
2015-07-02,33.0544,33.1594,32.6697,32.897,2250337,IVZ
2015-07-06,32.1362,32.6085,31.804,32.5822,3049461,IVZ
2015-07-07,32.5997,32.5997,31.9001,32.486,3678971,IVZ
2015-07-08,32.1188,32.2762,31.6553,31.6728,2452136,IVZ
2015-07-09,32.1887,32.3855,31.7427,31.8739,3280757,IVZ
2015-07-10,32.897,32.9582,32.1362,32.2937,2744653,IVZ
2015-07-13,32.6347,32.8489,32.3111,32.7833,3501221,IVZ
2015-07-14,32.6959,33.4742,32.6959,33.2293,4568761,IVZ
2015-07-15,33.273,33.4523,33.1244,33.1856,2658333,IVZ
2015-07-16,33.5004,33.8327,33.4829,33.754,2970937,IVZ
2015-07-17,33.6665,33.7103,33.378,33.6578,1902571,IVZ
2015-07-20,33.719,33.7802,33.4217,33.5266,1915451,IVZ
2015-07-21,33.4304,33.6053,33.2731,33.5966,2037190,IVZ
2015-07-22,33.5091,33.7715,33.4917,33.6665,2505488,IVZ
2015-07-23,33.7365,33.7365,33.1331,33.2293,1967905,IVZ
2015-07-24,33.2206,33.2206,32.6522,32.7746,1731217,IVZ
2015-07-27,32.486,32.5647,32.1975,32.3024,2363971,IVZ
2015-07-28,32.5385,32.6697,32.2762,32.591,2046074,IVZ
2015-07-29,32.6697,33.0544,32.4423,32.9757,2725357,IVZ
2015-07-30,33.7452,34.5235,33.6578,34.095,5335156,IVZ
2015-07-31,34.165,34.2,33.7103,33.754,4027036,IVZ
2015-08-03,33.8152,33.8502,33.4523,33.7103,2567712,IVZ
2015-08-04,33.7452,33.8327,33.4742,33.5878,2073079,IVZ
2015-08-05,33.9464,34.0775,33.684,33.8677,2431251,IVZ
2015-08-06,33.8152,33.9114,33.5004,33.754,2471456,IVZ
2015-08-07,33.6578,33.7627,33.2468,33.413,2979144,IVZ
2015-08-10,33.7452,34.0775,33.7452,33.9901,1649847,IVZ
2015-08-11,33.6316,33.719,33.3691,33.5179,1847798,IVZ
2015-08-12,33.1943,33.1943,32.3636,33.0894,2362461,IVZ
2015-08-13,33.0894,33.1769,32.7309,32.7571,2174525,IVZ
2015-08-14,32.7046,33.0282,32.4511,32.8008,2447845,IVZ
